idcar_200m,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc,geometry,h3_index
CRS3035RES200mN2887400E3756200,1348.5,832.0,124.0,520.0,25.0,270.0,48.0,48623207.0,39610.0,832.0,0.0,475.0,46.0,100.0,211.0,0.0,97.0,46.0,20.0,43.5,60.0,115.0,451.0,226.0,127.0,192.0,68.0,0.0,"POLYGON ((2.293101 48.833684, 2.292822 48.835472, 2.295533 48.83566, 2.295812 48.833872, 2.293101 48.833684))",891fb46763bffff
CRS3035RES200mN2887400E3756000,864.0,481.0,60.0,257.0,12.0,212.0,16.0,33763511.4,25699.0,477.0,4.0,411.0,21.0,0.0,49.0,0.0,20.0,38.0,18.0,33.5,34.0,57.5,257.0,148.0,83.0,137.0,58.0,0.0,"POLYGON ((2.29039 48.833497, 2.290111 48.835284, 2.292822 48.835472, 2.293101 48.833684, 2.29039 48.833497))",891fb467677ffff
CRS3035RES200mN2887200E3756000,1448.0,802.0,94.0,422.0,17.0,301.0,54.0,58283504.1,45770.0,786.0,16.0,553.0,86.0,0.0,163.0,0.0,171.0,49.0,20.0,41.5,72.5,137.0,388.0,276.0,173.0,215.0,75.0,1.0,"POLYGON ((2.290668 48.831709, 2.29039 48.833497, 2.293101 48.833684, 2.293379 48.831897, 2.290668 48.831709))",891fb467677ffff
CRS3035RES200mN2887000E3756000,1152.0,635.0,102.0,325.0,11.0,135.0,79.0,34253784.7,32558.0,634.0,1.0,628.0,0.0,0.0,7.0,0.0,373.0,62.5,24.0,54.0,56.0,63.5,257.0,237.0,157.0,175.0,66.0,0.0,"POLYGON ((2.290947 48.829921, 2.290668 48.831709, 2.293379 48.831897, 2.293658 48.830109, 2.290947 48.829921))",891fb467663ffff
CRS3035RES200mN2887200E3756200,978.0,571.0,49.0,335.0,14.0,106.0,34.0,34477125.5,28062.0,568.0,3.0,360.0,10.0,33.0,168.0,0.0,0.0,54.0,13.5,35.5,24.0,75.0,298.0,214.0,128.0,94.0,42.0,0.0,"POLYGON ((2.293379 48.831897, 2.293101 48.833684, 2.295812 48.833872, 2.296091 48.832085, 2.293379 48.831897))",891fb46762bffff
CRS3035RES200mN2887000E3756200,1135.5,522.0,135.0,228.0,37.0,13.0,110.0,25595949.7,28705.0,522.0,0.0,33.0,489.0,0.0,0.0,0.0,483.0,56.0,33.5,80.0,125.0,73.0,205.0,239.0,120.0,156.0,48.0,0.0,"POLYGON ((2.293658 48.830109, 2.293379 48.831897, 2.296091 48.832085, 2.296369 48.830297, 2.293658 48.830109))",891fb467667ffff
CRS3035RES200mN2886800E3756200,764.5,280.0,59.0,77.0,35.0,39.0,66.0,17613067.5,16158.0,280.0,0.0,23.0,80.0,0.0,177.0,0.0,231.0,38.0,19.0,75.0,97.5,50.0,130.0,179.0,84.0,68.0,17.0,7.0,"POLYGON ((2.293937 48.828321, 2.293658 48.830109, 2.296369 48.830297, 2.296648 48.828509, 2.293937 48.828321))",891fb467667ffff
CRS3035RES200mN2886800E3756000,71.0,29.0,2.0,10.0,2.0,25.0,1.0,2775099.9,2562.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,7.0,18.0,8.0,9.0,5.0,0.0,"POLYGON ((2.291226 48.828133, 2.290947 48.829921, 2.293658 48.830109, 2.293937 48.828321, 2.291226 48.828133))",891fb46766fffff
CRS3035RES200mN2886600E3756200,223.5,80.0,25.0,18.0,8.0,0.0,25.0,4131006.7,4751.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,80.0,9.5,1.0,12.0,29.0,36.0,29.0,34.0,36.0,33.0,4.0,0.0,"POLYGON ((2.294215 48.826533, 2.293937 48.828321, 2.296648 48.828509, 2.296926 48.826721, 2.294215 48.826533))",891fb46766fffff
CRS3035RES200mN2886600E3756400,854.5,366.0,81.0,137.0,29.0,0.0,64.0,19009134.1,19813.0,366.0,0.0,249.0,117.0,0.0,0.0,0.0,366.0,51.0,19.0,48.0,83.5,56.0,132.0,186.0,101.0,148.0,30.0,0.0,"POLYGON ((2.296926 48.826721, 2.296648 48.828509, 2.299359 48.828697, 2.299637 48.826909, 2.296926 48.826721))",891fb46729bffff
CRS3035RES200mN2886800E3756400,2162.5,983.0,204.0,476.0,101.0,15.0,155.0,43153272.2,56308.0,983.0,0.0,271.0,546.0,166.0,0.0,0.0,945.0,81.0,57.5,139.5,209.5,168.0,313.0,391.0,253.0,370.0,180.0,0.0,"POLYGON ((2.296648 48.828509, 2.296369 48.830297, 2.29908 48.830485, 2.299359 48.828697, 2.296648 48.828509))",891fb46729bffff
CRS3035RES200mN2886800E3756600,437.0,219.0,30.0,98.0,7.0,51.0,18.0,14398369.1,12232.0,219.0,0.0,115.0,0.0,0.0,104.0,0.0,96.0,17.0,3.0,18.5,27.5,48.0,138.0,79.0,46.0,47.0,13.0,0.0,"POLYGON ((2.299359 48.828697, 2.29908 48.830485, 2.301791 48.830672, 2.30207 48.828885, 2.299359 48.828697))",891fb467293ffff
CRS3035RES200mN2886800E3756800,1313.0,706.0,92.0,375.0,28.0,218.0,75.0,45772488.9,35700.0,695.0,11.0,323.0,158.0,2.0,223.0,0.0,206.0,53.0,21.0,42.5,90.5,105.0,308.0,313.0,174.0,164.0,42.0,0.0,"POLYGON ((2.30207 48.828885, 2.301791 48.830672, 2.304503 48.83086, 2.304781 48.829072, 2.30207 48.828885))",891fb467297ffff
CRS3035RES200mN2886600E3756800,463.5,232.0,33.0,122.0,13.0,53.0,25.0,12596557.8,10828.0,226.0,6.0,96.0,90.0,31.0,15.0,0.0,77.0,31.0,7.5,35.5,28.5,30.0,150.0,82.0,44.0,47.0,8.0,0.0,"POLYGON ((2.302348 48.827097, 2.30207 48.828885, 2.304781 48.829072, 2.305059 48.827285, 2.302348 48.827097))",891fb467283ffff
CRS3035RES200mN2886600E3756600,1741.5,703.0,156.0,272.0,95.0,10.0,145.0,33963536.8,42526.0,703.0,0.0,373.0,330.0,0.0,0.0,0.0,687.0,69.5,34.0,133.5,220.5,136.0,250.0,342.0,234.0,207.0,99.0,16.0,"POLYGON ((2.299637 48.826909, 2.299359 48.828697, 2.30207 48.828885, 2.302348 48.827097, 2.299637 48.826909))",891fb467283ffff
CRS3035RES200mN2886600E3757000,610.5,310.0,41.0,142.0,11.0,170.0,15.0,21892384.8,17951.0,309.0,1.0,129.0,39.0,140.0,2.0,0.0,27.0,26.5,16.0,29.5,29.5,31.0,152.0,110.0,63.0,115.0,38.0,0.0,"POLYGON ((2.305059 48.827285, 2.304781 48.829072, 2.307492 48.82926, 2.30777 48.827472, 2.305059 48.827285))",891fb467287ffff
CRS3035RES200mN2886600E3757200,1459.0,682.0,127.0,313.0,54.0,150.0,86.0,39772604.8,38212.0,676.0,6.0,117.0,510.0,51.0,4.0,0.0,399.0,62.5,25.5,95.5,142.0,108.5,252.0,285.0,157.0,202.0,121.0,8.0,"POLYGON ((2.30777 48.827472, 2.307492 48.82926, 2.310203 48.829447, 2.310481 48.82766, 2.30777 48.827472))",891fb4672b3ffff
CRS3035RES200mN2886800E3757200,1776.5,883.0,216.0,430.0,52.0,31.0,140.0,36680812.0,50796.0,880.0,3.0,32.0,32.0,544.0,275.0,0.0,832.0,78.5,31.5,89.0,154.5,108.0,265.0,366.0,270.0,297.0,115.0,2.0,"POLYGON ((2.307492 48.82926, 2.307214 48.831048, 2.309925 48.831235, 2.310203 48.829447, 2.307492 48.82926))",891fb46704bffff
CRS3035RES200mN2886800E3757000,724.5,318.0,45.0,131.0,33.0,103.0,43.0,21766195.3,19356.0,318.0,0.0,42.0,11.0,183.0,82.0,0.0,142.0,20.0,14.0,65.5,74.0,69.0,130.0,153.0,94.0,83.0,22.0,0.0,"POLYGON ((2.304781 48.829072, 2.304503 48.83086, 2.307214 48.831048, 2.307492 48.82926, 2.304781 48.829072))",891fb467287ffff
CRS3035RES200mN2887000E3757000,1496.0,910.0,130.0,575.0,21.0,315.0,46.0,49572692.4,44312.0,905.0,5.0,239.0,111.0,333.0,227.0,0.0,311.0,66.0,20.5,45.5,67.0,91.0,361.0,275.0,207.0,249.0,114.0,0.0,"POLYGON ((2.304503 48.83086, 2.304224 48.832648, 2.306936 48.832835, 2.307214 48.831048, 2.304503 48.83086))",891fb46704bffff
CRS3035RES200mN2887200E3757000,1434.5,838.0,92.0,491.0,16.0,408.0,50.0,56388869.9,44033.0,812.0,26.0,337.0,204.0,216.0,81.0,0.0,17.0,54.0,24.0,53.5,59.5,93.5,380.0,269.0,157.0,238.0,106.0,0.0,"POLYGON ((2.304224 48.832648, 2.303946 48.834436, 2.306657 48.834623, 2.306936 48.832835, 2.304224 48.832648))",891fb46705bffff
CRS3035RES200mN2887400E3757000,1242.0,700.0,76.0,396.0,24.0,336.0,55.0,47107879.5,41387.0,693.0,7.0,92.0,131.0,201.0,276.0,0.0,100.0,31.0,15.5,45.5,72.5,74.5,216.0,211.0,138.0,255.0,183.0,0.0,"POLYGON ((2.303946 48.834436, 2.303668 48.836223, 2.306379 48.836411, 2.306657 48.834623, 2.303946 48.834436))",891fb467053ffff
CRS3035RES200mN2887400E3757200,1289.0,707.0,46.0,374.0,23.0,378.0,38.0,55518070.5,44635.0,705.0,2.0,113.0,4.0,369.0,221.0,0.0,2.0,36.0,23.0,43.5,77.0,77.5,291.0,221.0,141.0,234.0,145.0,0.0,"POLYGON ((2.306657 48.834623, 2.306379 48.836411, 2.309091 48.836599, 2.309369 48.834811, 2.306657 48.834623))",891fb467053ffff
CRS3035RES200mN2887200E3757200,1543.0,878.0,113.0,484.0,22.0,395.0,44.0,56532717.8,45695.0,871.0,7.0,471.0,70.0,122.0,215.0,0.0,41.0,35.5,23.5,56.5,79.0,129.5,413.0,307.0,196.0,197.0,104.0,2.0,"POLYGON ((2.306936 48.832835, 2.306657 48.834623, 2.309369 48.834811, 2.309647 48.833023, 2.306936 48.832835))",891fb467043ffff
CRS3035RES200mN2887000E3757200,357.0,180.0,47.0,92.0,15.0,55.0,23.0,10189070.2,7724.0,174.0,6.0,117.0,12.0,20.0,31.0,0.0,34.0,16.0,8.0,17.5,29.0,35.5,120.0,65.0,38.0,18.0,10.0,0.0,"POLYGON ((2.307214 48.831048, 2.306936 48.832835, 2.309647 48.833023, 2.309925 48.831235, 2.307214 48.831048))",891fb46704bffff
CRS3035RES200mN2887000E3757400,1468.0,748.0,163.0,373.0,40.0,42.0,120.0,32985432.2,40570.0,746.0,2.0,237.0,240.0,244.0,27.0,0.0,642.0,49.0,27.0,77.5,114.0,84.5,218.0,280.0,194.0,303.0,114.0,7.0,"POLYGON ((2.309925 48.831235, 2.309647 48.833023, 2.312358 48.83321, 2.312636 48.831423, 2.309925 48.831235))",891fb46704fffff
CRS3035RES200mN2887000E3757600,2113.0,1028.0,145.0,479.0,61.0,145.0,131.0,57138002.0,56436.0,1015.0,13.0,277.0,187.0,503.0,59.0,2.0,280.0,88.0,41.0,107.5,140.5,158.0,437.0,387.0,284.0,367.0,103.0,0.0,"POLYGON ((2.312636 48.831423, 2.312358 48.83321, 2.31507 48.833398, 2.315347 48.83161, 2.312636 48.831423))",891fb46704fffff
CRS3035RES200mN2887200E3757600,1693.0,690.0,165.0,248.0,79.0,24.0,140.0,33468720.6,46687.0,690.0,0.0,8.0,0.0,613.0,69.0,0.0,502.0,65.0,30.0,131.5,184.5,112.0,243.0,328.0,198.0,304.0,78.0,19.0,"POLYGON ((2.312358 48.83321, 2.31208 48.834998, 2.314792 48.835186, 2.31507 48.833398, 2.312358 48.83321))",891fb467047ffff
CRS3035RES200mN2887200E3757400,1286.5,660.0,93.0,327.0,33.0,239.0,76.0,39982516.0,38628.0,658.0,2.0,166.0,205.0,234.0,27.0,28.0,202.0,48.0,23.0,52.5,95.5,97.5,294.0,237.0,167.0,188.0,76.0,8.0,"POLYGON ((2.309647 48.833023, 2.309369 48.834811, 2.31208 48.834998, 2.312358 48.83321, 2.309647 48.833023))",891fb467043ffff
CRS3035RES200mN2887400E3757400,2495.0,1095.0,272.0,493.0,109.0,155.0,155.0,60654551.0,54408.0,1092.0,3.0,224.0,1.0,606.0,263.0,1.0,546.0,107.0,39.0,148.0,224.0,170.0,453.0,413.0,319.0,372.0,110.0,140.0,"POLYGON ((2.309369 48.834811, 2.309091 48.836599, 2.311802 48.836786, 2.31208 48.834998, 2.309369 48.834811))",891fb467057ffff
CRS3035RES200mN2887400E3757600,1123.0,435.0,60.0,152.0,58.0,15.0,76.0,26009584.2,27292.0,435.0,0.0,0.0,263.0,0.0,172.0,0.0,408.0,54.5,34.0,95.0,118.0,98.5,227.0,243.0,139.0,85.0,27.0,2.0,"POLYGON ((2.31208 48.834998, 2.311802 48.836786, 2.314514 48.836973, 2.314792 48.835186, 2.31208 48.834998))",891fb467057ffff
CRS3035RES200mN2887400E3757800,196.5,82.0,7.0,29.0,7.0,5.0,16.0,7636910.3,5260.0,82.0,0.0,13.0,0.0,36.0,33.0,0.0,33.0,8.0,4.0,13.5,18.0,25.0,31.0,44.0,32.0,20.0,1.0,0.0,"POLYGON ((2.314792 48.835186, 2.314514 48.836973, 2.317225 48.837161, 2.317503 48.835373, 2.314792 48.835186))",891fb46700bffff
CRS3035RES200mN2887200E3757800,1328.5,806.0,127.0,501.0,23.0,217.0,78.0,38640718.9,36637.0,804.0,2.0,486.0,0.0,237.0,81.0,2.0,117.0,37.5,14.0,35.0,66.0,115.0,430.0,209.0,165.0,208.0,49.0,0.0,"POLYGON ((2.31507 48.833398, 2.314792 48.835186, 2.317503 48.835373, 2.317781 48.833585, 2.31507 48.833398))",891fb467073ffff
CRS3035RES200mN2887000E3757800,1643.5,1003.0,142.0,620.0,30.0,381.0,55.0,58827790.0,44112.0,987.0,16.0,660.0,68.0,140.0,135.0,0.0,43.0,49.0,34.5,61.5,71.5,112.0,538.0,319.0,184.0,198.0,73.0,3.0,"POLYGON ((2.315347 48.83161, 2.31507 48.833398, 2.317781 48.833585, 2.318059 48.831797, 2.315347 48.83161))",891fb46707bffff
CRS3035RES200mN2886800E3757800,2619.5,1258.0,199.0,566.0,83.0,363.0,175.0,78083682.7,75090.0,1254.0,4.0,351.0,0.0,880.0,27.0,0.0,613.0,111.5,51.5,139.5,196.0,179.0,541.0,488.0,315.0,391.0,207.0,0.0,"POLYGON ((2.315625 48.829822, 2.315347 48.83161, 2.318059 48.831797, 2.318336 48.83001, 2.315625 48.829822))",891fb46707bffff
CRS3035RES200mN2886800E3757400,1084.5,568.0,135.0,276.0,25.0,88.0,88.0,26215540.7,28592.0,565.0,3.0,208.0,309.0,29.0,22.0,0.0,324.0,29.0,13.5,55.5,66.0,74.5,250.0,204.0,156.0,176.0,60.0,0.0,"POLYGON ((2.310203 48.829447, 2.309925 48.831235, 2.312636 48.831423, 2.312914 48.829635, 2.310203 48.829447))",891fb46704fffff
CRS3035RES200mN2886800E3757600,2115.5,1127.0,173.0,578.0,45.0,291.0,131.0,63641892.9,58520.0,1114.0,13.0,396.0,49.0,610.0,72.0,0.0,401.0,79.5,36.0,88.0,146.0,150.0,548.0,398.0,234.0,310.0,125.0,1.0,"POLYGON ((2.312914 48.829635, 2.312636 48.831423, 2.315347 48.83161, 2.315625 48.829822, 2.312914 48.829635))",891fb46704fffff
CRS3035RES200mN2886600E3757600,905.5,502.0,50.0,274.0,15.0,241.0,20.0,38053594.6,27004.0,490.0,12.0,222.0,67.0,55.0,158.0,0.0,0.0,37.5,17.0,26.5,35.5,78.0,266.0,176.0,104.0,124.0,41.0,0.0,"POLYGON ((2.313192 48.827847, 2.312914 48.829635, 2.315625 48.829822, 2.315903 48.828034, 2.313192 48.827847))",891fb4672b7ffff
CRS3035RES200mN2886600E3757400,2.0,1.1,0.0,0.6,0.0,0.0,0.0,63872.5,90.7,1.0,0.1,0.0,0.9,0.0,0.2,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.9,0.5,0.1,0.0,0.0,"POLYGON ((2.310481 48.82766, 2.310203 48.829447, 2.312914 48.829635, 2.313192 48.827847, 2.310481 48.82766))",891fb4672b3ffff
CRS3035RES200mN2886600E3757800,1375.0,792.0,114.0,436.0,13.0,276.0,62.0,46545183.6,36917.0,783.0,9.0,478.0,88.0,163.0,63.0,0.0,121.0,50.5,20.5,45.5,76.0,90.5,445.0,252.0,147.0,189.0,59.0,0.0,"POLYGON ((2.315903 48.828034, 2.315625 48.829822, 2.318336 48.83001, 2.318614 48.828222, 2.315903 48.828034))",891fb46706bffff
CRS3035RES200mN2886400E3757800,884.5,502.0,39.0,282.0,16.0,171.0,32.0,34294437.2,25965.0,455.0,47.0,202.0,105.0,69.0,121.0,5.0,183.0,16.5,15.0,34.5,47.5,72.0,194.0,176.0,125.0,101.0,102.0,1.0,"POLYGON ((2.316181 48.826247, 2.315903 48.828034, 2.318614 48.828222, 2.318892 48.826434, 2.316181 48.826247))",891fb4672a7ffff
CRS3035RES200mN2886200E3757800,1061.0,600.0,100.0,342.0,21.0,195.0,32.0,38676922.0,30593.0,593.0,7.0,283.0,110.0,15.0,192.0,0.0,75.0,49.0,15.0,37.5,44.5,100.0,284.0,230.0,118.0,142.0,41.0,0.0,"POLYGON ((2.316459 48.824459, 2.316181 48.826247, 2.318892 48.826434, 2.31917 48.824646, 2.316459 48.824459))",891fb4672a7ffff
CRS3035RES200mN2886400E3757600,1378.5,774.0,105.0,421.0,23.0,175.0,79.0,41730588.5,38229.0,764.0,10.0,313.0,133.0,232.0,96.0,0.0,299.0,65.0,24.0,53.5,75.0,99.0,369.0,292.0,179.0,175.0,47.0,0.0,"POLYGON ((2.31347 48.826059, 2.313192 48.827847, 2.315903 48.828034, 2.316181 48.826247, 2.31347 48.826059))",891fb4672a3ffff
CRS3035RES200mN2886400E3757400,1474.0,716.0,78.0,309.0,29.0,257.0,82.0,48940800.9,41356.0,713.0,3.0,160.0,347.0,0.0,208.0,1.0,205.0,58.5,29.0,106.5,79.5,103.5,354.0,302.0,194.0,187.0,58.0,2.0,"POLYGON ((2.310759 48.825872, 2.310481 48.82766, 2.313192 48.827847, 2.31347 48.826059, 2.310759 48.825872))",891fb4672a3ffff
CRS3035RES200mN2886200E3757400,1190.0,664.0,63.0,347.0,23.0,0.0,135.0,27930383.4,34905.0,664.0,0.0,658.0,0.0,0.0,6.0,0.0,658.0,56.0,28.0,55.5,82.0,92.5,341.0,227.0,138.0,140.0,28.0,2.0,"POLYGON ((2.311037 48.824084, 2.310759 48.825872, 2.31347 48.826059, 2.313748 48.824271, 2.311037 48.824084))",891fb4672a3ffff
CRS3035RES200mN2886200E3757600,1559.0,671.0,76.0,242.0,53.0,36.0,128.0,38963825.8,40904.0,671.0,0.0,472.0,0.0,0.0,199.0,0.0,609.0,108.5,58.5,114.0,148.5,86.5,394.0,302.0,169.0,145.0,33.0,0.0,"POLYGON ((2.313748 48.824271, 2.31347 48.826059, 2.316181 48.826247, 2.316459 48.824459, 2.313748 48.824271))",891fb4672a3ffff
CRS3035RES200mN2886000E3757400,3.0,1.7,0.0,0.8,0.0,0.0,0.1,95808.7,136.1,1.5,0.2,0.0,1.4,0.0,0.3,0.0,0.1,0.1,0.1,0.1,0.3,0.0,0.2,1.4,0.7,0.1,0.0,0.0,"POLYGON ((2.311315 48.822296, 2.311037 48.824084, 2.313748 48.824271, 2.314026 48.822484, 2.311315 48.822296))",891fb4672abffff
CRS3035RES200mN2886000E3757600,10.0,5.6,0.0,2.8,0.0,0.0,0.2,319362.3,453.7,5.1,0.5,0.0,4.7,0.0,0.9,0.0,0.5,0.5,0.2,0.2,0.9,0.0,0.7,4.7,2.3,0.5,0.0,0.0,"POLYGON ((2.314026 48.822484, 2.313748 48.824271, 2.316459 48.824459, 2.316737 48.822671, 2.314026 48.822484))",891fb4672afffff
CRS3035RES200mN2886000E3757800,381.5,182.0,45.0,81.0,12.0,0.0,43.0,7682350.1,10573.0,182.0,0.0,0.0,182.0,0.0,0.0,0.0,182.0,16.0,8.0,25.5,46.5,20.5,52.0,72.0,48.0,76.0,17.0,0.0,"POLYGON ((2.316737 48.822671, 2.316459 48.824459, 2.31917 48.824646, 2.319447 48.822858, 2.316737 48.822671))",891fb4673dbffff
CRS3035RES200mN2885800E3757800,19.0,7.5,0.7,2.0,1.4,0.0,1.4,452595.5,724.0,7.5,0.0,1.4,2.0,0.0,4.1,0.0,0.0,0.7,0.0,0.0,4.1,2.0,2.0,6.8,2.0,1.4,0.0,0.0,"POLYGON ((2.317014 48.820883, 2.316737 48.822671, 2.319447 48.822858, 2.319725 48.821071, 2.317014 48.820883))",891fb467237ffff
CRS3035RES200mN2886400E3757200,1110.5,579.0,177.0,291.0,25.0,31.0,85.0,21738148.4,26713.0,579.0,0.0,578.0,0.0,0.0,1.0,0.0,494.0,34.0,20.0,47.0,79.5,69.0,200.0,242.0,171.0,159.0,88.0,1.0,"POLYGON ((2.308048 48.825684, 2.30777 48.827472, 2.310481 48.82766, 2.310759 48.825872, 2.308048 48.825684))",891fb4672bbffff
CRS3035RES200mN2886400E3757000,1145.5,611.0,188.0,325.0,25.0,7.0,105.0,21495396.5,28066.0,610.0,1.0,602.0,0.0,0.0,9.0,0.0,594.0,30.0,12.0,35.0,73.5,66.0,185.0,204.0,221.0,239.0,80.0,0.0,"POLYGON ((2.305337 48.825497, 2.305059 48.827285, 2.30777 48.827472, 2.308048 48.825684, 2.305337 48.825497))",891fb4672bbffff
CRS3035RES200mN2886200E3757000,28.0,15.6,0.0,7.8,0.0,0.0,0.7,894214.3,1270.4,14.3,1.3,0.0,13.0,0.0,2.6,0.0,1.3,1.3,0.6,0.7,2.6,0.0,2.0,13.0,6.5,1.3,0.0,0.0,"POLYGON ((2.305615 48.823709, 2.305337 48.825497, 2.308048 48.825684, 2.308326 48.823897, 2.305615 48.823709))",891fb467217ffff
CRS3035RES200mN2886400E3756800,1009.0,458.0,143.0,191.0,39.0,0.0,119.0,17590254.8,22301.0,458.0,0.0,0.0,458.0,0.0,0.0,0.0,0.0,43.0,16.0,69.5,101.5,70.0,147.0,198.0,163.0,138.0,62.0,1.0,"POLYGON ((2.302626 48.825309, 2.302348 48.827097, 2.305059 48.827285, 2.305337 48.825497, 2.302626 48.825309))",891fb46728fffff
CRS3035RES200mN2886400E3756600,363.0,159.0,51.0,60.0,13.0,0.0,40.0,6243923.9,7514.0,159.0,0.0,0.0,159.0,0.0,0.0,0.0,158.0,19.0,9.0,18.0,36.0,24.0,50.0,89.0,36.0,58.0,16.0,8.0,"POLYGON ((2.299916 48.825121, 2.299637 48.826909, 2.302348 48.827097, 2.302626 48.825309, 2.299916 48.825121))",891fb46728bffff
CRS3035RES200mN2885600E3758400,4.0,1.8,0.3,0.7,0.0,0.2,0.2,154169.5,170.4,1.5,0.3,1.3,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.3,1.4,0.2,0.1,0.0,"POLYGON ((2.325424 48.819657, 2.325146 48.821445, 2.327857 48.821632, 2.328134 48.819844, 2.325424 48.819657))",891fb4673cfffff
CRS3035RES200mN2885800E3758400,1443.0,582.0,127.0,218.0,83.0,15.0,120.0,30683707.7,38882.0,582.0,0.0,580.0,0.0,0.0,2.0,0.0,0.0,51.5,33.0,121.0,186.5,131.0,199.0,303.0,156.0,184.0,68.0,10.0,"POLYGON ((2.325146 48.821445, 2.324869 48.823233, 2.32758 48.82342, 2.327857 48.821632, 2.325146 48.821445))",891fb4673cfffff
CRS3035RES200mN2885800E3758200,1094.0,394.0,80.0,129.0,68.0,0.0,67.0,23962762.3,30089.0,394.0,0.0,394.0,0.0,0.0,0.0,0.0,0.0,41.5,19.0,66.5,147.5,118.5,142.0,222.0,139.0,133.0,56.0,9.0,"POLYGON ((2.322436 48.821258, 2.322158 48.823046, 2.324869 48.823233, 2.325146 48.821445, 2.322436 48.821258))",891fb4673cbffff
CRS3035RES200mN2885800E3758000,6.0,2.7,0.4,1.0,0.0,0.3,0.3,231254.3,255.6,2.3,0.4,2.0,0.4,0.0,0.3,0.0,0.0,0.1,0.0,0.2,0.0,1.4,1.3,0.4,2.1,0.3,0.2,0.0,"POLYGON ((2.319725 48.821071, 2.319447 48.822858, 2.322158 48.823046, 2.322436 48.821258, 2.319725 48.821071))",891fb4673cbffff
CRS3035RES200mN2886000E3758000,1389.0,608.0,118.0,256.0,54.0,113.0,111.0,34792486.2,39725.0,608.0,0.0,584.0,10.0,0.0,14.0,0.0,397.0,48.0,37.0,92.0,155.0,121.0,208.0,278.0,174.0,198.0,69.0,9.0,"POLYGON ((2.319447 48.822858, 2.31917 48.824646, 2.32188 48.824833, 2.322158 48.823046, 2.319447 48.822858))",891fb4673dbffff
CRS3035RES200mN2886200E3758000,1985.0,970.0,159.0,453.0,65.0,197.0,144.0,52495049.1,55813.0,956.0,14.0,265.0,22.0,49.0,634.0,0.0,616.0,64.0,37.0,79.5,188.5,146.0,373.0,365.0,302.0,320.0,110.0,0.0,"POLYGON ((2.31917 48.824646, 2.318892 48.826434, 2.321603 48.826621, 2.32188 48.824833, 2.31917 48.824646))",891fb4673d3ffff
CRS3035RES200mN2886400E3758000,389.0,240.0,20.0,150.0,4.0,60.0,14.0,15013357.2,13037.0,240.0,0.0,24.0,0.0,91.0,125.0,0.0,0.0,11.0,8.0,11.0,18.0,23.0,51.0,63.0,34.0,69.0,101.0,0.0,"POLYGON ((2.318892 48.826434, 2.318614 48.828222, 2.321325 48.828409, 2.321603 48.826621, 2.318892 48.826434))",891fb4673d3ffff
CRS3035RES200mN2886200E3758200,951.5,499.0,50.0,237.0,13.0,254.0,43.0,40126566.5,30569.0,480.0,19.0,412.0,31.0,15.0,41.0,0.0,0.0,36.0,6.0,40.5,58.0,68.0,243.0,176.0,101.0,150.0,73.0,0.0,"POLYGON ((2.32188 48.824833, 2.321603 48.826621, 2.324314 48.826808, 2.324591 48.825021, 2.32188 48.824833))",891fb4673d3ffff
CRS3035RES200mN2886400E3758200,1049.5,561.0,51.0,296.0,22.0,227.0,47.0,40985761.2,32591.0,555.0,6.0,263.0,130.0,67.0,101.0,0.0,65.0,40.0,13.0,48.5,63.5,82.5,203.0,210.0,122.0,179.0,88.0,0.0,"POLYGON ((2.321603 48.826621, 2.321325 48.828409, 2.324036 48.828596, 2.324314 48.826808, 2.321603 48.826621))",891fb4673d3ffff
CRS3035RES200mN2886400E3758400,1200.5,659.0,59.0,352.0,18.0,323.0,43.0,51087608.4,38317.0,650.0,9.0,395.0,177.0,0.0,86.0,1.0,0.0,39.5,21.0,48.0,65.5,88.5,302.0,250.0,130.0,186.0,67.0,3.0,"POLYGON ((2.324314 48.826808, 2.324036 48.828596, 2.326747 48.828783, 2.327025 48.826996, 2.324314 48.826808))",891fb4673d7ffff
CRS3035RES200mN2886200E3758400,1316.5,702.0,60.0,343.0,19.0,378.0,41.0,56822859.5,44118.0,696.0,6.0,205.0,100.0,335.0,62.0,0.0,41.0,43.5,25.0,38.0,85.0,81.0,304.0,243.0,151.0,227.0,118.0,1.0,"POLYGON ((2.324591 48.825021, 2.324314 48.826808, 2.327025 48.826996, 2.327302 48.825208, 2.324591 48.825021))",891fb4673d7ffff
CRS3035RES200mN2886000E3758200,1357.0,713.0,87.0,368.0,33.0,321.0,46.0,46102754.8,40515.0,705.0,8.0,503.0,114.0,21.0,74.0,1.0,86.0,49.5,16.0,50.5,85.5,117.5,369.0,233.0,152.0,197.0,87.0,0.0,"POLYGON ((2.322158 48.823046, 2.32188 48.824833, 2.324591 48.825021, 2.324869 48.823233, 2.322158 48.823046))",891fb4673c3ffff
