idcar_200m,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc,geometry,h3_index
CRS3035RES200mN2892400E3762600,523.5,233.0,29.0,100.0,18.0,69.0,31.0,16383547.1,15656.0,233.0,0.0,0.0,0.0,51.0,182.0,0.0,86.0,33.5,7.0,23.0,35.0,43.0,102.0,105.0,86.0,62.0,13.0,14.0,"POLYGON ((2.372973 48.884363, 2.372697 48.886151, 2.375411 48.886337, 2.375687 48.884549, 2.372973 48.884363))",891fb4660bbffff
CRS3035RES200mN2892200E3762600,1838.0,944.0,166.0,485.0,50.0,380.0,89.0,56070169.6,53806.0,944.0,0.0,364.0,24.0,169.0,385.0,2.0,293.0,78.0,27.5,87.5,114.0,114.0,444.0,356.0,221.0,275.0,103.0,18.0,"POLYGON ((2.373249 48.882575, 2.372973 48.884363, 2.375687 48.884549, 2.375963 48.882761, 2.373249 48.882575))",891fb4660bbffff
CRS3035RES200mN2892200E3762400,969.0,477.0,60.0,230.0,27.0,164.0,46.0,29411716.3,25764.0,475.0,2.0,224.0,24.0,10.0,219.0,0.0,120.0,45.0,25.0,50.5,66.0,49.5,290.0,196.0,119.0,98.0,30.0,0.0,"POLYGON ((2.370535 48.882389, 2.370259 48.884177, 2.372973 48.884363, 2.373249 48.882575, 2.370535 48.882389))",891fb466017ffff
CRS3035RES200mN2892200E3762200,1187.0,590.0,133.0,315.0,48.0,108.0,64.0,28338499.7,27738.0,587.0,3.0,324.0,33.0,0.0,233.0,0.0,190.0,48.5,25.0,62.0,86.5,83.0,349.0,246.0,152.0,112.0,23.0,0.0,"POLYGON ((2.367821 48.882203, 2.367544 48.883991, 2.370259 48.884177, 2.370535 48.882389, 2.367821 48.882203))",891fb46608fffff
CRS3035RES200mN2892000E3762200,364.5,200.0,28.0,107.0,6.0,78.0,17.0,12701687.5,10604.0,200.0,0.0,84.0,0.0,58.0,58.0,0.0,32.0,13.0,7.5,19.5,22.5,21.0,112.0,76.0,36.0,38.0,19.0,0.0,"POLYGON ((2.368097 48.880415, 2.367821 48.882203, 2.370535 48.882389, 2.370811 48.880601, 2.368097 48.880415))",891fb466013ffff
CRS3035RES200mN2892000E3762400,1919.0,1102.0,189.0,655.0,39.0,304.0,79.0,57467766.6,46545.0,1101.0,1.0,592.0,0.0,136.0,372.0,2.0,259.0,72.5,31.0,75.0,115.0,117.5,641.0,372.0,247.0,188.0,60.0,0.0,"POLYGON ((2.370811 48.880601, 2.370535 48.882389, 2.373249 48.882575, 2.373525 48.880787, 2.370811 48.880601))",891fb466017ffff
CRS3035RES200mN2892000E3762600,1350.5,729.0,106.0,397.0,30.0,209.0,89.0,39242958.2,34314.0,728.0,1.0,280.0,10.0,0.0,425.0,14.0,255.0,57.0,20.0,60.5,87.0,90.0,417.0,274.0,178.0,137.0,29.0,1.0,"POLYGON ((2.373525 48.880787, 2.373249 48.882575, 2.375963 48.882761, 2.376239 48.880973, 2.373525 48.880787))",891fb4660abffff
CRS3035RES200mN2892000E3762800,397.5,171.0,43.0,68.0,16.0,15.0,35.0,8221754.6,11231.0,171.0,0.0,24.0,97.0,0.0,50.0,0.0,136.0,11.5,3.0,26.5,46.0,41.5,54.0,60.0,55.0,64.0,36.0,0.0,"POLYGON ((2.376239 48.880973, 2.375963 48.882761, 2.378677 48.882947, 2.378953 48.881159, 2.376239 48.880973))",891fb4660abffff
CRS3035RES200mN2892200E3762800,1888.5,980.0,205.0,512.0,50.0,172.0,134.0,45562025.5,50877.0,979.0,1.0,388.0,296.0,57.0,228.0,11.0,434.0,59.5,35.5,72.5,143.0,138.0,451.0,335.0,272.0,282.0,93.0,7.0,"POLYGON ((2.375963 48.882761, 2.375687 48.884549, 2.378401 48.884735, 2.378677 48.882947, 2.375963 48.882761))",891fb4660a3ffff
CRS3035RES200mN2892200E3763000,1637.0,857.0,70.0,413.0,31.0,389.0,87.0,63592525.7,47688.0,850.0,7.0,482.0,182.0,69.0,123.0,1.0,20.0,91.0,40.5,84.0,92.0,70.5,483.0,338.0,170.0,196.0,72.0,0.0,"POLYGON ((2.378677 48.882947, 2.378401 48.884735, 2.381116 48.884921, 2.381392 48.883133, 2.378677 48.882947))",891fb4660a3ffff
CRS3035RES200mN2892000E3763000,1065.5,534.0,54.0,239.0,18.0,283.0,60.0,42329968.3,32281.0,531.0,3.0,374.0,19.0,14.0,127.0,0.0,12.0,64.5,23.5,59.0,65.5,55.0,293.0,235.0,97.0,116.0,57.0,0.0,"POLYGON ((2.378953 48.881159, 2.378677 48.882947, 2.381392 48.883133, 2.381668 48.881345, 2.378953 48.881159))",891fb4660afffff
CRS3035RES200mN2891800E3763000,281.5,125.0,16.0,54.0,10.0,83.0,7.0,13281703.3,10898.0,117.0,8.0,107.0,0.0,0.0,17.0,1.0,0.0,8.0,7.0,20.0,23.5,28.0,48.0,59.0,33.0,36.0,19.0,0.0,"POLYGON ((2.379229 48.879371, 2.378953 48.881159, 2.381668 48.881345, 2.381944 48.879557, 2.379229 48.879371))",891fb466033ffff
CRS3035RES200mN2891600E3763000,219.0,102.0,32.0,54.0,11.0,0.0,18.0,3759016.9,5519.0,102.0,0.0,0.0,102.0,0.0,0.0,0.0,102.0,6.0,7.0,15.0,22.0,21.0,28.0,40.0,30.0,34.0,16.0,0.0,"POLYGON ((2.379505 48.877583, 2.379229 48.879371, 2.381944 48.879557, 2.382219 48.877769, 2.379505 48.877583))",891fb466033ffff
CRS3035RES200mN2891400E3763000,955.0,433.0,42.0,171.0,25.0,156.0,44.0,32925394.1,27478.0,429.0,4.0,117.0,286.0,15.0,15.0,0.0,170.0,53.0,30.0,65.5,66.5,60.0,191.0,185.0,115.0,128.0,61.0,0.0,"POLYGON ((2.379781 48.875795, 2.379505 48.877583, 2.382219 48.877769, 2.382495 48.875981, 2.379781 48.875795))",891fb466023ffff
CRS3035RES200mN2891400E3762800,1387.0,793.0,92.0,459.0,13.0,417.0,54.0,48609937.4,38813.0,778.0,15.0,566.0,11.0,64.0,152.0,0.0,2.0,65.5,30.0,56.5,74.0,60.0,418.0,290.0,143.0,165.0,74.0,11.0,"POLYGON ((2.377068 48.875609, 2.376792 48.877397, 2.379505 48.877583, 2.379781 48.875795, 2.377068 48.875609))",891fb46603bffff
CRS3035RES200mN2891600E3762800,451.5,218.0,31.0,103.0,15.0,104.0,15.0,18155817.3,12278.0,205.0,13.0,138.0,67.0,5.0,8.0,0.0,21.0,26.0,12.0,20.0,31.0,28.5,128.0,85.0,47.0,51.0,23.0,0.0,"POLYGON ((2.376792 48.877397, 2.376515 48.879185, 2.379229 48.879371, 2.379505 48.877583, 2.376792 48.877397))",891fb466033ffff
CRS3035RES200mN2891800E3762800,689.5,307.0,56.0,119.0,24.0,108.0,52.0,20125042.9,17538.0,306.0,1.0,165.0,141.0,0.0,1.0,0.0,139.0,34.0,19.5,42.0,59.5,43.5,127.0,143.0,83.0,99.0,38.0,1.0,"POLYGON ((2.376515 48.879185, 2.376239 48.880973, 2.378953 48.881159, 2.379229 48.879371, 2.376515 48.879185))",891fb466033ffff
CRS3035RES200mN2891800E3762600,1119.0,558.0,67.0,273.0,33.0,188.0,44.0,36596465.8,29825.0,557.0,1.0,224.0,170.0,94.0,69.0,1.0,8.0,46.0,26.5,48.0,87.5,69.0,322.0,232.0,119.0,111.0,57.0,1.0,"POLYGON ((2.373801 48.878999, 2.373525 48.880787, 2.376239 48.880973, 2.376515 48.879185, 2.373801 48.878999))",891fb466007ffff
CRS3035RES200mN2891600E3762600,1497.5,867.0,111.0,511.0,29.0,451.0,63.0,54438321.7,42744.0,854.0,13.0,328.0,265.0,67.0,203.0,4.0,0.0,61.0,33.5,64.5,88.5,65.0,439.0,306.0,136.0,194.0,110.0,0.0,"POLYGON ((2.374078 48.877211, 2.373801 48.878999, 2.376515 48.879185, 2.376792 48.877397, 2.374078 48.877211))",891fb466007ffff
CRS3035RES200mN2891600E3762400,1834.0,851.0,177.0,370.0,64.0,194.0,100.0,48381979.1,47966.0,848.0,3.0,392.0,38.0,86.0,332.0,3.0,356.0,63.0,35.5,92.5,130.0,127.0,376.0,336.0,251.0,289.0,134.0,0.0,"POLYGON ((2.371364 48.877025, 2.371087 48.878813, 2.373801 48.878999, 2.374078 48.877211, 2.371364 48.877025))",891fb46600fffff
CRS3035RES200mN2891800E3762400,2315.0,990.0,158.0,401.0,102.0,281.0,117.0,69468482.2,58542.0,990.0,0.0,201.0,547.0,105.0,137.0,0.0,262.0,123.5,55.5,172.0,207.0,169.0,478.0,437.0,242.0,308.0,122.0,1.0,"POLYGON ((2.371087 48.878813, 2.370811 48.880601, 2.373525 48.880787, 2.373801 48.878999, 2.371087 48.878813))",891fb466003ffff
CRS3035RES200mN2891800E3762200,784.0,408.0,62.0,208.0,19.0,101.0,52.0,20431318.9,19976.0,406.0,2.0,119.0,86.0,0.0,203.0,0.0,169.0,27.0,12.0,30.0,53.5,42.5,221.0,154.0,101.0,105.0,31.0,7.0,"POLYGON ((2.368374 48.878627, 2.368097 48.880415, 2.370811 48.880601, 2.371087 48.878813, 2.368374 48.878627))",891fb466003ffff
CRS3035RES200mN2891600E3762200,1738.5,660.0,137.0,237.0,92.0,46.0,100.0,41002872.5,44381.0,659.0,1.0,203.0,2.0,344.0,109.0,2.0,543.0,62.0,32.0,104.5,175.0,156.0,297.0,333.0,222.0,292.0,48.0,17.0,"POLYGON ((2.36865 48.876839, 2.368374 48.878627, 2.371087 48.878813, 2.371364 48.877025, 2.36865 48.876839))",891fb466003ffff
CRS3035RES200mN2891400E3762200,1606.0,962.0,177.0,600.0,30.0,333.0,47.0,47084453.1,35112.0,956.0,6.0,614.0,71.0,54.0,220.0,3.0,129.0,47.0,22.5,55.0,70.0,86.5,579.0,323.0,183.0,199.0,41.0,0.0,"POLYGON ((2.368926 48.875051, 2.36865 48.876839, 2.371364 48.877025, 2.37164 48.875237, 2.368926 48.875051))",891fb46600bffff
CRS3035RES200mN2891400E3762400,1404.0,727.0,135.0,365.0,30.0,248.0,77.0,40350061.1,38656.0,727.0,0.0,347.0,214.0,0.0,164.0,2.0,242.0,44.0,27.5,61.0,104.5,59.0,380.0,299.0,203.0,159.0,59.0,8.0,"POLYGON ((2.37164 48.875237, 2.371364 48.877025, 2.374078 48.877211, 2.374354 48.875423, 2.37164 48.875237))",891fb46600fffff
CRS3035RES200mN2891400E3762600,1257.0,713.0,90.0,406.0,24.0,280.0,53.0,42978104.7,38117.0,702.0,11.0,274.0,5.0,47.0,386.0,1.0,194.0,38.0,25.5,47.5,67.0,75.0,329.0,258.0,174.0,190.0,53.0,0.0,"POLYGON ((2.374354 48.875423, 2.374078 48.877211, 2.376792 48.877397, 2.377068 48.875609, 2.374354 48.875423))",891fb46603bffff
CRS3035RES200mN2891200E3762600,1754.5,715.0,134.0,245.0,74.0,279.0,81.0,51930466.8,49883.0,711.0,4.0,167.0,2.0,147.0,398.0,1.0,207.0,71.5,42.5,108.0,138.5,118.0,346.0,348.0,251.0,239.0,68.0,24.0,"POLYGON ((2.37463 48.873635, 2.374354 48.875423, 2.377068 48.875609, 2.377344 48.873821, 2.37463 48.873635))",891fb466077ffff
CRS3035RES200mN2891200E3762400,1865.0,995.0,202.0,534.0,47.0,247.0,88.0,47959279.3,39686.0,994.0,1.0,778.0,13.0,10.0,194.0,0.0,216.0,58.5,32.5,69.0,116.5,111.5,601.0,398.0,239.0,195.0,44.0,0.0,"POLYGON ((2.371916 48.873449, 2.37164 48.875237, 2.374354 48.875423, 2.37463 48.873635, 2.371916 48.873449))",891fb466073ffff
CRS3035RES200mN2891200E3762200,1337.5,749.0,151.0,416.0,28.0,216.0,55.0,38192415.7,30734.0,748.0,1.0,460.0,71.0,146.0,69.0,3.0,144.0,50.5,21.0,59.5,62.5,59.0,491.0,253.0,141.0,158.0,42.0,0.0,"POLYGON ((2.369202 48.873263, 2.368926 48.875051, 2.37164 48.875237, 2.371916 48.873449, 2.369202 48.873263))",891fb466073ffff
CRS3035RES200mN2891000E3762200,1548.5,949.0,187.0,597.0,30.0,400.0,78.0,49063496.4,37485.0,947.0,2.0,779.0,126.0,0.0,10.0,34.0,52.0,53.0,20.5,62.5,64.5,86.0,593.0,302.0,169.0,149.0,49.0,0.0,"POLYGON ((2.369479 48.871475, 2.369202 48.873263, 2.371916 48.873449, 2.372192 48.871661, 2.369479 48.871475))",891fb46607bffff
CRS3035RES200mN2890800E3762200,1819.5,1099.0,167.0,658.0,33.0,450.0,76.0,61743067.5,47301.0,1090.0,9.0,870.0,80.0,34.0,112.0,3.0,30.0,68.5,26.5,48.0,82.5,100.0,672.0,383.0,184.0,198.0,57.0,0.0,"POLYGON ((2.369755 48.869687, 2.369479 48.871475, 2.372192 48.871661, 2.372469 48.869873, 2.369755 48.869687))",891fb46607bffff
CRS3035RES200mN2890800E3762400,1564.5,861.0,186.0,489.0,34.0,390.0,72.0,46348783.3,40397.0,858.0,3.0,635.0,11.0,138.0,76.0,1.0,70.0,50.5,15.0,59.5,99.5,109.0,513.0,322.0,168.0,168.0,43.0,17.0,"POLYGON ((2.372469 48.869873, 2.372192 48.871661, 2.374906 48.871847, 2.375182 48.870059, 2.372469 48.869873))",891fb466063ffff
CRS3035RES200mN2891000E3762400,1693.5,801.0,166.0,384.0,53.0,134.0,124.0,42084218.2,44253.0,800.0,1.0,211.0,0.0,227.0,363.0,0.0,459.0,58.5,40.5,58.5,124.0,139.0,419.0,304.0,268.0,224.0,42.0,16.0,"POLYGON ((2.372192 48.871661, 2.371916 48.873449, 2.37463 48.873635, 2.374906 48.871847, 2.372192 48.871661))",891fb466063ffff
CRS3035RES200mN2891000E3762600,1409.5,711.0,157.0,354.0,44.0,305.0,48.0,40538517.6,32028.0,708.0,3.0,552.0,0.0,0.0,158.0,1.0,84.0,51.5,21.5,43.0,84.0,91.5,490.0,282.0,161.0,145.0,40.0,0.0,"POLYGON ((2.374906 48.871847, 2.37463 48.873635, 2.377344 48.873821, 2.37762 48.872033, 2.374906 48.871847))",891fb466077ffff
CRS3035RES200mN2890800E3762600,1991.0,917.0,237.0,436.0,85.0,187.0,115.0,43587738.7,43938.0,915.0,2.0,439.0,0.0,208.0,269.0,1.0,457.0,59.5,33.5,100.0,155.5,138.5,501.0,377.0,273.0,285.0,61.0,7.0,"POLYGON ((2.375182 48.870059, 2.374906 48.871847, 2.37762 48.872033, 2.377896 48.870245, 2.375182 48.870059))",891fb466063ffff
CRS3035RES200mN2890800E3762800,1789.0,748.0,244.0,335.0,95.0,130.0,101.0,34067580.0,35642.0,744.0,4.0,375.0,0.0,214.0,159.0,0.0,438.0,69.0,28.0,114.0,160.5,119.5,407.0,343.0,243.0,240.0,55.0,10.0,"POLYGON ((2.377896 48.870245, 2.37762 48.872033, 2.380333 48.872219, 2.380609 48.870431, 2.377896 48.870245))",891fb466067ffff
CRS3035RES200mN2891000E3762800,2667.0,1185.0,268.0,504.0,98.0,430.0,127.0,68745837.0,67647.0,1180.0,5.0,352.0,87.0,372.0,374.0,0.0,255.0,114.0,54.5,128.5,199.5,169.5,599.0,512.0,362.0,401.0,127.0,0.0,"POLYGON ((2.37762 48.872033, 2.377344 48.873821, 2.380057 48.874007, 2.380333 48.872219, 2.37762 48.872033))",891fb466067ffff
CRS3035RES200mN2891200E3762800,2365.5,1022.0,202.0,406.0,93.0,327.0,133.0,65293130.7,63705.0,1020.0,2.0,187.0,0.0,269.0,566.0,0.0,450.0,105.5,61.0,163.5,204.5,143.0,482.0,538.0,265.0,294.0,93.0,16.0,"POLYGON ((2.377344 48.873821, 2.377068 48.875609, 2.379781 48.875795, 2.380057 48.874007, 2.377344 48.873821))",891fb46602bffff
CRS3035RES200mN2891200E3763000,1472.5,845.0,134.0,495.0,17.0,343.0,74.0,49502766.1,37839.0,823.0,22.0,537.0,62.0,65.0,179.0,2.0,74.0,64.5,30.5,69.5,87.5,75.5,491.0,339.0,128.0,152.0,35.0,0.0,"POLYGON ((2.380057 48.874007, 2.379781 48.875795, 2.382495 48.875981, 2.382771 48.874193, 2.380057 48.874007))",891fb46602bffff
CRS3035RES200mN2891000E3763000,1929.0,1062.0,184.0,578.0,39.0,455.0,97.0,58917725.8,49637.0,1061.0,1.0,727.0,12.0,57.0,265.0,1.0,166.0,80.0,32.5,68.0,122.5,102.0,595.0,415.0,242.0,228.0,44.0,0.0,"POLYGON ((2.380333 48.872219, 2.380057 48.874007, 2.382771 48.874193, 2.383047 48.872405, 2.380333 48.872219))",891fb46602bffff
CRS3035RES200mN2890800E3763000,1628.5,690.0,180.0,329.0,76.0,115.0,78.0,34250879.4,36199.0,689.0,1.0,307.0,19.0,55.0,309.0,0.0,356.0,54.5,33.0,101.0,130.5,124.0,379.5,316.0,199.0,216.0,39.0,36.0,"POLYGON ((2.380609 48.870431, 2.380333 48.872219, 2.383047 48.872405, 2.383323 48.870617, 2.380609 48.870431))",891fb466393ffff
CRS3035RES200mN2890800E3763200,472.5,293.0,116.0,194.0,9.0,40.0,19.0,10405067.0,11254.0,291.0,2.0,132.0,0.0,38.0,123.0,0.0,152.0,12.0,3.5,10.5,28.5,28.0,109.0,76.0,64.0,91.0,43.0,7.0,"POLYGON ((2.383323 48.870617, 2.383047 48.872405, 2.385761 48.872591, 2.386036 48.870803, 2.383323 48.870617))",891fb466393ffff
CRS3035RES200mN2891000E3763200,1827.0,929.0,192.0,505.0,47.0,243.0,99.0,46517411.1,46469.0,927.0,2.0,386.0,1.0,261.0,281.0,0.0,397.0,64.5,38.5,101.0,113.5,92.5,508.0,372.0,216.0,244.0,62.0,15.0,"POLYGON ((2.383047 48.872405, 2.382771 48.874193, 2.385485 48.874379, 2.385761 48.872591, 2.383047 48.872405))",891fb46602fffff
CRS3035RES200mN2891000E3763400,1213.5,627.0,99.0,323.0,23.0,220.0,53.0,38593496.4,31726.0,627.0,0.0,368.0,3.0,79.0,177.0,0.0,154.0,52.0,33.0,50.0,77.5,59.0,339.0,277.0,154.0,136.0,36.0,0.0,"POLYGON ((2.385761 48.872591, 2.385485 48.874379, 2.388199 48.874564, 2.388474 48.872776, 2.385761 48.872591))",891fb46615bffff
CRS3035RES200mN2890800E3763400,2133.5,1064.0,205.0,546.0,56.0,340.0,117.0,55787467.2,56071.0,1045.0,19.0,285.0,337.0,312.0,130.0,0.0,424.0,82.5,39.0,114.5,152.5,150.0,490.0,439.0,272.0,299.0,88.0,7.0,"POLYGON ((2.386036 48.870803, 2.385761 48.872591, 2.388474 48.872776, 2.38875 48.870988, 2.386036 48.870803))",891fb466397ffff
CRS3035RES200mN2890800E3763600,1747.5,965.0,162.0,539.0,37.0,354.0,90.0,50777547.3,44556.0,952.0,13.0,600.0,85.0,198.0,82.0,0.0,175.0,86.0,21.0,66.5,85.0,101.0,570.0,386.0,198.0,185.0,37.0,12.0,"POLYGON ((2.38875 48.870988, 2.388474 48.872776, 2.391188 48.872962, 2.391463 48.871174, 2.38875 48.870988))",891fb46614bffff
CRS3035RES200mN2891000E3763600,1280.0,706.0,116.0,371.0,19.0,329.0,65.0,41716176.3,35597.0,698.0,8.0,524.0,27.0,62.0,93.0,0.0,106.0,50.0,26.0,43.5,68.5,68.5,368.5,295.0,141.0,174.0,45.0,0.0,"POLYGON ((2.388474 48.872776, 2.388199 48.874564, 2.390912 48.87475, 2.391188 48.872962, 2.388474 48.872776))",891fb46615bffff
CRS3035RES200mN2891200E3763600,1089.5,609.0,69.0,325.0,20.0,247.0,56.0,38036998.7,31971.0,594.0,15.0,438.0,151.0,0.0,20.0,0.0,37.0,49.0,18.5,43.5,66.0,53.5,294.0,237.0,140.0,149.0,39.0,0.0,"POLYGON ((2.388199 48.874564, 2.387923 48.876352, 2.390637 48.876538, 2.390912 48.87475, 2.388199 48.874564))",891fb46615bffff
CRS3035RES200mN2891200E3763400,2066.5,1152.0,139.0,622.0,35.0,453.0,122.0,67312293.8,58351.0,1131.0,21.0,716.0,68.0,116.0,248.0,4.0,126.0,77.5,32.0,100.0,115.5,124.5,544.0,452.0,276.0,263.0,82.0,0.0,"POLYGON ((2.385485 48.874379, 2.385209 48.876167, 2.387923 48.876352, 2.388199 48.874564, 2.385485 48.874379))",891fb46615bffff
CRS3035RES200mN2891200E3763200,1346.5,730.0,87.0,387.0,25.0,331.0,64.0,42420406.6,35858.0,726.0,4.0,432.0,228.0,0.0,69.0,1.0,92.0,51.5,20.5,62.0,85.0,61.5,386.0,289.0,156.0,162.0,73.0,0.0,"POLYGON ((2.382771 48.874193, 2.382495 48.875981, 2.385209 48.876167, 2.385485 48.874379, 2.382771 48.874193))",891fb46602fffff
CRS3035RES200mN2891400E3763200,1117.5,552.0,65.0,273.0,26.0,205.0,57.0,35372321.4,33829.0,549.0,3.0,156.0,257.0,0.0,139.0,0.0,192.0,45.5,21.5,61.0,89.0,82.5,211.0,229.0,141.0,162.0,75.0,0.0,"POLYGON ((2.382495 48.875981, 2.382219 48.877769, 2.384933 48.877955, 2.385209 48.876167, 2.382495 48.875981))",891fb466023ffff
CRS3035RES200mN2891400E3763400,1359.0,798.0,116.0,469.0,20.0,272.0,67.0,43465251.9,37150.0,797.0,1.0,207.0,65.0,126.0,391.0,9.0,95.0,52.0,27.5,40.5,76.5,81.0,415.5,292.0,148.0,177.0,49.0,0.0,"POLYGON ((2.385209 48.876167, 2.384933 48.877955, 2.387647 48.87814, 2.387923 48.876352, 2.385209 48.876167))",891fb466027ffff
CRS3035RES200mN2891600E3763200,963.5,492.0,57.0,247.0,22.0,284.0,33.0,38776191.4,29129.0,484.0,8.0,156.0,38.0,278.0,18.0,2.0,1.0,41.0,22.0,41.0,62.0,54.5,216.0,202.0,125.0,137.0,62.0,1.0,"POLYGON ((2.382219 48.877769, 2.381944 48.879557, 2.384658 48.879743, 2.384933 48.877955, 2.382219 48.877769))",891fb466037ffff
CRS3035RES200mN2891600E3763400,1825.5,786.0,72.0,322.0,63.0,299.0,77.0,64408348.4,50366.0,781.0,5.0,134.0,52.0,12.0,552.0,36.0,219.0,86.0,34.5,126.0,189.5,135.0,339.0,442.5,223.0,184.0,66.0,0.0,"POLYGON ((2.384933 48.877955, 2.384658 48.879743, 2.387372 48.879928, 2.387647 48.87814, 2.384933 48.877955))",891fb4661cbffff
CRS3035RES200mN2891800E3763600,1166.0,615.0,66.0,316.0,27.0,361.0,36.0,46581355.4,35670.0,582.0,33.0,378.0,68.0,94.0,75.0,0.0,0.0,46.0,21.0,49.0,78.0,69.0,298.0,273.0,123.0,139.0,70.0,0.0,"POLYGON ((2.387372 48.879928, 2.387096 48.881716, 2.38981 48.881902, 2.390086 48.880114, 2.387372 48.879928))",891fb4661cbffff
CRS3035RES200mN2891600E3763600,1510.5,813.0,122.0,439.0,37.0,240.0,77.0,48234998.6,39095.0,805.0,8.0,435.0,209.0,33.0,136.0,0.0,217.0,81.0,40.5,89.5,82.5,75.0,445.0,321.0,170.0,153.0,53.0,0.0,"POLYGON ((2.387647 48.87814, 2.387372 48.879928, 2.390086 48.880114, 2.390361 48.878326, 2.387647 48.87814))",891fb4661cbffff
CRS3035RES200mN2891400E3763600,1931.5,968.0,161.0,460.0,44.0,496.0,118.0,59560119.7,53074.0,948.0,20.0,462.0,57.0,243.0,206.0,0.0,149.0,94.0,45.0,96.5,142.5,106.5,406.0,443.0,203.0,272.0,123.0,0.0,"POLYGON ((2.387923 48.876352, 2.387647 48.87814, 2.390361 48.878326, 2.390637 48.876538, 2.387923 48.876352))",891fb466153ffff
CRS3035RES200mN2891400E3763800,2526.5,1049.0,242.0,414.0,124.0,203.0,142.0,55475222.2,64659.0,1049.0,0.0,303.0,73.0,278.0,395.0,0.0,719.0,101.5,68.5,171.5,242.5,163.5,438.0,466.0,297.0,442.0,127.0,9.0,"POLYGON ((2.390637 48.876538, 2.390361 48.878326, 2.393075 48.878511, 2.393351 48.876723, 2.390637 48.876538))",891fb466153ffff
CRS3035RES200mN2891800E3763800,450.0,179.0,12.0,59.0,25.0,123.0,8.0,22982572.3,14615.0,80.0,99.0,135.0,17.0,3.0,24.0,0.0,0.0,21.0,8.0,27.5,54.0,37.5,66.0,95.0,56.0,60.0,25.0,0.0,"POLYGON ((2.390086 48.880114, 2.38981 48.881902, 2.392524 48.882087, 2.3928 48.880299, 2.390086 48.880114))",891fb4661cfffff
CRS3035RES200mN2891600E3763800,878.5,478.0,51.0,254.0,17.0,210.0,26.0,31440832.9,25461.0,453.0,25.0,218.0,29.0,20.0,211.0,0.0,61.0,27.0,17.0,44.0,42.5,52.0,225.0,190.0,117.0,129.0,35.0,0.0,"POLYGON ((2.390361 48.878326, 2.390086 48.880114, 2.3928 48.880299, 2.393075 48.878511, 2.390361 48.878326))",891fb4661cfffff
CRS3035RES200mN2891600E3764000,1614.5,630.0,93.0,199.0,72.0,249.0,80.0,46316447.5,42587.0,504.0,126.0,147.0,477.0,0.0,6.0,0.0,282.0,84.5,38.0,112.5,151.5,132.0,273.0,330.0,216.0,203.0,74.0,0.0,"POLYGON ((2.393075 48.878511, 2.3928 48.880299, 2.395514 48.880485, 2.395789 48.878697, 2.393075 48.878511))",891fb4661cfffff
CRS3035RES200mN2891800E3764000,657.5,296.0,27.0,111.0,19.0,178.0,30.0,28324381.6,19217.0,174.0,122.0,207.0,31.0,3.0,55.0,0.0,17.0,17.5,9.5,34.0,56.0,61.5,112.0,164.0,103.0,75.0,25.0,0.0,"POLYGON ((2.3928 48.880299, 2.392524 48.882087, 2.395239 48.882273, 2.395514 48.880485, 2.3928 48.880299))",891fb4661c7ffff
CRS3035RES200mN2891400E3764000,1400.0,639.0,101.0,277.0,57.0,385.0,62.0,42031250.5,41064.0,639.0,0.0,496.0,141.0,0.0,2.0,0.0,55.0,65.5,30.5,61.0,132.0,93.0,299.0,285.0,180.0,210.0,44.0,0.0,"POLYGON ((2.393351 48.876723, 2.393075 48.878511, 2.395789 48.878697, 2.396065 48.876909, 2.393351 48.876723))",891fb466157ffff
CRS3035RES200mN2891200E3764000,1534.5,663.0,146.0,272.0,68.0,13.0,104.0,33762389.9,39522.0,663.0,0.0,40.0,261.0,0.0,362.0,0.0,597.0,54.5,31.5,102.0,142.5,84.0,273.0,289.0,209.0,270.0,79.0,0.0,"POLYGON ((2.393626 48.874935, 2.393351 48.876723, 2.396065 48.876909, 2.39634 48.875121, 2.393626 48.874935))",891fb466157ffff
CRS3035RES200mN2891200E3763800,1771.0,970.0,135.0,510.0,39.0,269.0,98.0,54807134.4,49223.0,912.0,58.0,563.0,1.0,142.0,264.0,0.0,475.0,69.0,26.5,57.0,107.0,89.5,451.0,398.0,231.0,278.0,64.0,0.0,"POLYGON ((2.390912 48.87475, 2.390637 48.876538, 2.393351 48.876723, 2.393626 48.874935, 2.390912 48.87475))",891fb466143ffff
CRS3035RES200mN2891000E3763800,2413.5,1110.0,280.0,513.0,83.0,217.0,148.0,53715052.3,60304.0,1106.0,4.0,332.0,74.0,649.0,53.0,2.0,659.0,85.0,42.5,142.5,204.5,158.0,479.0,476.0,339.0,391.0,96.0,0.0,"POLYGON ((2.391188 48.872962, 2.390912 48.87475, 2.393626 48.874935, 2.393902 48.873147, 2.391188 48.872962))",891fb466143ffff
CRS3035RES200mN2890800E3763800,1251.5,720.0,85.0,415.0,21.0,215.0,54.0,37965929.7,32715.0,709.0,11.0,452.0,51.0,97.0,120.0,0.0,112.0,56.0,19.0,39.0,55.5,75.0,453.0,254.0,134.0,123.0,43.0,0.0,"POLYGON ((2.391463 48.871174, 2.391188 48.872962, 2.393902 48.873147, 2.394177 48.871359, 2.391463 48.871174))",891fb46614bffff
